,ward,borough,%_english_is_first_language_of_no_one_in_household_2011,median_house_price_2014,median_household_income_estimate_2012_13,male_life_expectancy_2009_13,female_life_expectancy_2009_13,%_area_that_is_open_space_2014,%_travel_by_bicycle_to_work_2011,turnout_at_mayoral_election_2012,crime_rate_2014_15,%_bame_2011,%_all_older_people_aged_65_2015,%_homes_with_good_access_to_nature,%_homes_with_deficiency_in_access_to_nature,female_life_expectancy_normalised,male_life_expectancy_normalised,median_household_income_estimate_2012_13_log
434,E05000459,Merton,7.3,565000.0,49910.0,84.0,85.9,15.3,3.8,42.7,60.4,18.1,10.5,78.0,22.0,1.0202521622609337,1.0529466475694205,10.817976662463655
435,E05000460,Merton,16.3,250000.0,30860.0,78.6,81.1,23.0,2.8,35.3,78.8,57.4,9.7,89.0,11.0,0.9632415641369234,0.9852572202256719,10.337216125917152
436,E05000461,Merton,23.1,388000.0,35580.0,80.9,85.6,12.3,3.1,37.6,55.6,57.5,11.7,53.0,47.0,1.016688999878183,1.0140879022424538,10.479538961219825
437,E05000462,Merton,11.3,563750.0,51480.0,81.7,88.6,5.6,2.8,38.7,56.7,21.7,14.1,55.0,45.0,1.0523206237056895,1.0241159655526386,10.848948661710063
438,E05000463,Merton,19.6,280000.0,33360.0,80.6,83.6,18.6,3.4,30.3,57.9,46.8,8.2,96.0,4.0,0.9929345839931788,1.0103273785011342,10.415112856472684
439,E05000464,Merton,14.5,295000.0,34350.0,79.8,82.7,36.6,2.1,34.9,50.9,58.2,11.2,79.0,21.0,0.9822450968449269,1.0002993151909494,10.444357297650495
440,E05000465,Merton,5.9,320000.0,38730.0,80.5,84.5,34.0,2.4,36.5,33.1,21.9,16.4,90.0,10.0,1.0036240711414308,1.0090738705873612,10.564369772508797
441,E05000466,Merton,10.1,522500.0,46300.0,83.8,86.3,18.8,4.3,43.0,54.8,29.2,15.9,96.0,4.0,1.0250030454379346,1.050439631741874,10.742897240074326
442,E05000467,Merton,9.4,288000.0,31940.0,80.2,83.5,52.8,2.5,34.1,60.2,56.4,10.8,100.0,0.0,0.9917468631989286,1.0053133468460418,10.371614421769003
443,E05000468,Merton,13.1,285000.0,32330.0,76.7,81.7,37.8,2.3,33.7,63.7,38.9,13.0,97.0,3.0,0.9703678889024248,0.9614405698639826,10.383750870719478
444,E05000469,Merton,8.7,499500.0,49340.0,78.9,81.7,24.4,3.7,40.1,43.9,19.8,14.2,33.0,67.0,0.9703678889024248,0.9890177439669914,10.806490390083347
445,E05000470,Merton,11.7,280000.0,32530.0,77.5,83.2,41.6,2.6,33.2,51.4,35.0,13.4,93.0,7.0,0.988183700816178,0.9714686331741675,10.389918019467396
446,E05000471,Merton,9.8,497000.0,47380.0,79.1,84.0,15.7,4.0,38.1,83.9,22.2,8.8,93.0,7.0,0.9976854671701797,0.9915247597945375,10.765955477712776
447,E05000472,Merton,8.3,1530000.0,62200.0,84.4,86.4,62.2,4.1,46.6,52.2,17.1,20.3,96.0,4.0,1.026190766232185,1.0579606792245129,11.03811027872727
448,E05000473,Merton,9.3,475000.0,44170.0,82.3,83.6,32.4,3.5,41.0,49.6,30.0,14.5,97.0,3.0,0.9929345839931788,1.0316370130352772,10.695801104590572
449,E05000474,Merton,8.4,732500.0,50730.0,84.0,85.4,28.5,4.8,44.7,42.2,20.4,9.1,84.0,16.0,1.0143135582896827,1.0529466475694205,10.834272730560736
450,E05000475,Newham,23.5,233500.0,34100.0,78.1,83.5,30.9,1.9,21.7,125.2,54.2,4.9,90.0,10.0,0.9917468631989286,0.9789896806568062,10.437052663271608
451,E05000476,Newham,26.4,250000.0,31630.0,79.9,85.9,6.1,1.3,33.7,69.8,78.1,8.1,50.0,50.0,1.0202521622609337,1.0015528231047226,10.361861316299695
452,E05000477,Newham,18.6,249000.0,28910.0,77.2,82.2,21.6,1.4,27.3,93.9,59.2,7.6,99.0,1.0,0.9763064928736759,0.9677081094328482,10.271942835010393
453,E05000478,Newham,19.9,280000.0,32870.0,76.4,81.8,26.6,2.0,23.3,64.8,54.5,6.1,48.0,52.0,0.971555609696675,0.9576800461226633,10.400315666658265
454,E05000479,Newham,19.6,250000.0,31840.0,75.2,78.4,30.6,1.7,22.8,108.1,53.5,6.7,74.0,26.0,0.9311731026921678,0.9426379511573859,10.368478639958319
455,E05000480,Newham,29.1,250000.0,32380.0,79.2,84.3,10.8,1.2,33.7,111.8,81.9,7.5,19.0,81.0,1.0012486295529304,0.9927782677083107,10.385296227231626
456,E05000481,Newham,31.5,249995.0,32340.0,76.2,81.4,12.4,0.8,35.5,54.7,90.8,7.8,16.0,84.0,0.9668047265196742,0.9551730302951171,10.384060133131097
457,E05000482,Newham,19.7,240000.0,31430.0,77.8,82.1,23.5,1.5,30.4,67.1,67.7,7.3,100.0,0.0,0.9751187720794255,0.975229156915487,10.355518129791614
458,E05000483,Newham,21.0,313000.0,34270.0,77.6,83.6,13.8,2.9,30.8,64.7,64.1,7.4,67.0,33.0,0.9929345839931788,0.9727221410879406,10.442025614868655
459,E05000484,Newham,25.5,263900.0,34550.0,76.5,79.1,2.2,2.2,29.2,87.9,68.2,6.4,28.0,72.0,0.9394871482519191,0.9589335540364364,10.450162829195817
460,E05000485,Newham,33.2,260000.0,31570.0,80.6,84.2,2.4,1.0,34.3,60.1,89.9,6.2,49.0,51.0,1.00006090875868,1.0103273785011342,10.359962581552038
461,E05000486,Newham,32.7,250000.0,31080.0,78.5,85.3,3.2,1.0,33.8,71.2,89.3,7.8,6.0,94.0,1.0131258374954324,0.9840037123118988,10.344319804481584
462,E05000487,Newham,27.3,230000.0,29730.0,76.3,81.4,48.6,1.1,31.4,75.6,82.0,6.7,81.0,19.0,0.9668047265196742,0.9564265382088901,10.299911915992144
463,E05000488,Newham,27.6,249974.5,31580.0,76.7,81.3,26.6,1.6,31.0,66.8,81.5,7.1,99.0,1.0,0.9656170057254239,0.9614405698639826,10.360279287809632
464,E05000489,Newham,23.6,250000.0,30740.0,78.3,85.0,10.7,1.8,30.8,61.9,73.4,7.6,80.0,20.0,1.0095626751126818,0.9814966964843526,10.333320017092587
465,E05000490,Newham,21.9,250000.0,31750.0,79.1,82.2,14.6,1.8,30.2,92.0,67.3,6.5,99.0,1.0,0.9763064928736759,0.9915247597945375,10.365648004320837
466,E05000491,Newham,18.1,303500.0,38580.0,77.3,87.3,56.8,1.8,21.3,71.5,54.1,3.7,41.0,59.0,1.0368802533804367,0.9689616173466213,10.56048928645972
467,E05000492,Newham,23.5,280000.0,35840.0,77.7,83.3,44.7,2.4,24.3,240.9,59.2,4.7,52.0,48.0,0.9893714216104281,0.9739756490017139,10.486819867088867
468,E05000493,Newham,29.7,250000.0,32330.0,79.7,82.3,33.9,0.9,35.7,46.6,82.2,6.8,39.0,61.0,0.977494213667926,0.9990458072771763,10.383750870719478
469,E05000494,Newham,22.1,273500.0,32310.0,81.5,80.9,27.2,2.1,28.9,58.8,65.5,7.6,75.0,25.0,0.9608661225484231,1.0216089497250924,10.383132058818545
470,E05000495,Redbridge,12.8,315000.0,37310.0,78.5,81.7,78.2,0.6,34.8,66.3,61.3,12.0,66.0,34.0,0.9703678889024248,0.9840037123118988,10.527016666215204
471,E05000496,Redbridge,12.8,368750.0,39620.0,84.5,87.5,1.3,0.7,31.1,50.5,64.2,15.0,49.0,51.0,1.039255694968937,1.0592141871382859,10.587089320252542
472,E05000497,Redbridge,6.7,340000.0,39320.0,81.8,86.4,35.8,1.1,32.4,58.6,28.1,14.8,94.0,6.0,1.026190766232185,1.0253694734664116,10.579488574261102
473,E05000498,Redbridge,9.9,250000.0,36700.0,79.2,81.5,5.0,0.9,29.2,54.5,56.9,10.1,35.0,65.0,0.9679924473139243,0.9927782677083107,10.510532034042662
474,E05000499,Redbridge,5.8,340000.0,45410.0,80.1,85.8,4.8,1.9,37.5,61.0,26.5,12.4,100.0,0.0,1.0190644414666834,1.0040598389322686,10.723487624091996
475,E05000500,Redbridge,10.9,390000.0,41450.0,83.0,85.6,22.0,0.6,41.3,54.0,71.0,15.4,58.0,42.0,1.016688999878183,1.0404115684316892,10.63224316056344
476,E05000501,Redbridge,25.1,235000.0,30230.0,79.0,83.6,7.1,0.6,27.6,136.7,84.2,7.4,88.0,12.0,0.9929345839931788,0.9902712518807644,10.316590087773504
477,E05000502,Redbridge,15.1,367500.0,38290.0,79.9,82.5,39.9,0.9,31.8,73.0,75.4,12.7,98.0,2.0,0.9798696552564264,1.0015528231047226,10.55294404447134
478,E05000503,Redbridge,8.2,310000.0,37560.0,79.6,84.3,48.4,0.6,34.8,57.7,34.9,13.9,70.0,30.0,1.0012486295529304,0.9977922993634031,10.533694933322199
479,E05000504,Redbridge,8.0,339497.5,35690.0,84.0,85.1,23.7,0.8,33.4,55.4,48.5,15.8,78.0,22.0,1.010750395906932,1.0529466475694205,10.482625816484205
480,E05000505,Redbridge,18.5,307000.0,33820.0,78.8,84.0,27.7,0.8,29.1,70.3,75.2,8.5,98.0,2.0,0.9976854671701797,0.9877642360532181,10.428807622452572
481,E05000506,Redbridge,7.4,249999.0,31520.0,77.5,82.3,62.6,1.0,23.5,60.4,29.8,14.1,80.0,20.0,0.977494213667926,0.9714686331741675,10.358377543971816
482,E05000507,Redbridge,23.7,193000.0,28500.0,76.4,81.3,16.8,0.7,29.6,86.2,83.5,6.9,100.0,0.0,0.9656170057254239,0.9576800461226633,10.257659366256743
483,E05000508,Redbridge,13.5,305000.0,35630.0,81.2,83.4,14.3,0.9,32.0,52.5,73.3,11.8,95.0,5.0,0.9905591424046785,1.017848425983773,10.480943258599881
484,E05000509,Redbridge,3.8,499747.5,48780.0,82.1,84.0,31.0,1.5,41.0,48.1,21.1,21.8,100.0,0.0,0.9976854671701797,1.029129997207731,10.795075671769911
485,E05000510,Redbridge,17.6,315000.0,35550.0,80.9,87.4,21.4,0.8,33.5,54.9,77.2,9.8,59.0,41.0,1.038067974174687,1.0140879022424538,10.478695435231387
486,E05000511,Redbridge,8.7,302500.0,41040.0,81.5,85.0,35.7,1.6,34.0,50.3,37.2,11.0,100.0,0.0,1.0095626751126818,1.0216089497250924,10.62230247984465
487,E05000512,Redbridge,19.3,294000.0,34480.0,79.9,83.5,21.4,0.8,30.3,87.3,76.7,9.0,54.0,46.0,0.9917468631989286,1.0015528231047226,10.44813472477763
488,E05000513,Redbridge,6.5,361392.5,45160.0,79.8,85.0,12.6,2.4,40.3,51.8,30.2,16.8,100.0,0.0,1.0095626751126818,1.0002993151909494,10.717967018263598
489,E05000514,Redbridge,21.0,225000.0,34900.0,78.6,83.6,13.3,1.1,28.9,104.5,77.6,8.8,100.0,0.0,0.9929345839931788,0.9852572202256719,10.460242108190519
490,E05000515,Redbridge,5.7,460000.0,46370.0,80.0,86.0,66.5,3.2,43.5,71.8,30.0,16.5,100.0,0.0,1.0214398830551839,1.0028063310184956,10.744407977385507
491,E05000516,Richmond upon Thames,8.3,1362500.0,55450.0,83.4,86.7,54.4,7.6,45.4,55.7,14.3,16.0,100.0,0.0,1.0297539286149355,1.0454256000867816,10.923236992778513
492,E05000517,Richmond upon Thames,5.5,985000.0,56090.0,84.4,88.2,76.6,7.8,51.7,48.7,9.3,15.7,100.0,0.0,1.0475697405286888,1.0579606792245129,10.934712822502382
493,E05000518,Richmond upon Thames,4.0,480000.0,48810.0,80.5,83.9,32.7,7.0,41.0,44.7,9.9,14.1,91.0,9.0,0.9964977463759295,1.0090738705873612,10.795690488881194
494,E05000519,Richmond upon Thames,7.6,500000.0,44870.0,79.3,86.8,81.9,7.9,40.3,56.0,15.9,17.8,100.0,0.0,1.0309416494091856,0.9940317756220837,10.71152469897003
495,E05000520,Richmond upon Thames,4.0,599950.0,46750.0,81.8,83.6,74.7,6.0,41.2,49.7,11.3,18.2,70.0,30.0,0.9929345839931788,1.0253694734664116,10.752569534716834
496,E05000521,Richmond upon Thames,5.4,335000.0,39440.0,79.1,86.1,28.2,5.5,35.3,47.9,16.3,17.2,92.0,8.0,1.0226276038494342,0.9915247597945375,10.582535808716571
497,E05000522,Richmond upon Thames,4.5,455000.0,46760.0,80.9,87.8,50.0,6.6,41.4,46.2,11.4,13.9,98.0,2.0,1.0428188573516877,1.0140879022424538,10.752783415586006
498,E05000523,Richmond upon Thames,8.7,380500.0,36950.0,82.1,83.6,27.1,3.6,33.1,55.3,30.4,16.0,97.0,3.0,0.9929345839931788,1.029129997207731,10.517320926376348
499,E05000524,Richmond upon Thames,7.6,630000.0,52130.0,84.5,89.0,56.7,5.7,47.8,56.7,15.3,15.2,62.0,38.0,1.0570715068826904,1.0592141871382859,10.861495877762152
500,E05000525,Richmond upon Thames,5.2,746500.0,50100.0,82.3,86.7,39.1,8.6,44.2,64.1,11.7,12.7,100.0,0.0,1.0297539286149355,1.0316370130352772,10.821776287072955
501,E05000526,Richmond upon Thames,6.8,625625.0,50860.0,83.7,87.6,54.1,6.2,48.0,58.6,15.7,14.5,58.0,42.0,1.0404434157631872,1.049186123828101,10.83683203897611
502,E05000527,Richmond upon Thames,4.8,600000.0,52870.0,85.2,85.8,23.6,6.1,45.2,58.3,12.3,9.2,80.0,20.0,1.0190644414666834,1.0679887425346979,10.875591349229495
503,E05000528,Richmond upon Thames,8.5,655000.0,52690.0,81.5,86.0,47.4,3.8,43.8,110.7,13.1,14.2,100.0,0.0,1.0214398830551839,1.0216089497250924,10.87218096320333
504,E05000529,Richmond upon Thames,4.0,555500.0,51380.0,83.7,87.3,26.7,5.9,40.4,35.3,9.7,11.8,98.0,2.0,1.0368802533804367,1.049186123828101,10.847004270663875
505,E05000530,Richmond upon Thames,4.1,499950.0,50600.0,80.9,85.5,64.0,5.5,44.6,46.4,8.9,15.2,87.0,13.0,1.0155012790839328,1.0140879022424538,10.831706855275558
506,E05000531,Richmond upon Thames,7.2,458725.0,51350.0,81.7,83.8,37.8,4.8,41.7,66.7,10.3,12.9,100.0,0.0,0.9953100255816792,1.0241159655526386,10.846420215356705
507,E05000532,Richmond upon Thames,4.4,450000.0,45040.0,79.4,88.6,45.6,6.2,37.4,55.2,16.0,12.7,100.0,0.0,1.0523206237056895,0.9952852835358569,10.715306262813572
508,E05000533,Richmond upon Thames,6.7,420000.0,42230.0,80.2,85.0,21.2,5.4,39.4,49.6,21.5,17.9,65.0,35.0,1.0095626751126818,1.0053133468460418,10.65088614792799
509,E05000534,Southwark,10.7,346500.0,36310.0,76.6,84.1,7.0,10.3,37.0,104.8,53.3,7.1,93.0,7.0,0.9988731879644298,0.9601870619502094,10.499848464408382
510,E05000535,Southwark,13.4,310000.0,31840.0,74.3,80.9,1.6,7.5,33.9,111.2,61.1,7.0,99.0,1.0,0.9608661225484231,0.9313563799334277,10.368478639958319
511,E05000536,Southwark,10.4,580000.0,40430.0,76.0,84.5,15.7,7.5,30.0,184.9,38.4,7.0,0.0,100.0,1.0036240711414308,0.9526660144675708,10.607327362634816
512,E05000537,Southwark,13.3,442000.0,37780.0,80.9,83.7,5.6,7.0,34.2,114.4,49.9,5.2,0.0,100.0,0.994122304787429,1.0140879022424538,10.5395351410555
513,E05000538,Southwark,5.3,350000.0,42600.0,80.2,86.6,43.7,5.4,40.6,73.3,36.6,12.0,98.0,2.0,1.0285662078206852,1.0053133468460418,10.659609532257463
514,E05000539,Southwark,5.6,572500.0,48670.0,79.1,85.2,0.7,8.9,40.7,60.3,28.2,9.1,89.0,11.0,1.0119381167011823,0.9915247597945375,10.7928181028275
515,E05000540,Southwark,13.7,315000.0,31010.0,77.5,83.2,24.1,7.0,34.5,159.3,51.8,7.8,72.0,28.0,0.988183700816178,0.9714686331741675,10.342065012094494
516,E05000541,Southwark,14.6,315000.0,30760.0,79.3,84.0,30.0,6.9,31.2,97.4,60.7,7.5,100.0,0.0,0.9976854671701797,0.9940317756220837,10.333970423619581
517,E05000542,Southwark,10.8,500000.0,38500.0,75.4,82.2,4.5,7.1,29.6,106.2,39.1,5.7,40.0,60.0,0.9763064928736759,0.9451449669849321,10.558413520275876
518,E05000543,Southwark,11.9,289995.0,28880.0,78.6,85.0,4.5,4.9,33.8,98.2,62.2,8.6,58.0,42.0,1.0095626751126818,0.9852572202256719,10.270904593006762
519,E05000544,Southwark,13.6,380000.0,34190.0,78.9,83.0,3.7,8.7,36.4,110.4,48.2,8.0,41.0,59.0,0.9858082592276776,0.9890177439669914,10.439688482633347
520,E05000545,Southwark,9.1,356250.0,33540.0,76.5,78.7,20.1,7.4,34.5,68.7,55.5,9.0,51.0,49.0,0.9347362650749184,0.9589335540364364,10.4204940353772
521,E05000546,Southwark,12.3,285000.0,30030.0,76.1,80.7,7.0,5.0,33.9,95.7,70.8,7.2,83.0,17.0,0.9584906809599226,0.9539195223813438,10.309952160977376
522,E05000547,Southwark,5.9,421000.0,42820.0,80.0,83.8,45.7,9.2,39.9,56.5,35.8,8.5,100.0,0.0,0.9953100255816792,1.0028063310184956,10.664760562143673
523,E05000548,Southwark,12.7,585000.0,43110.0,79.6,83.9,23.2,5.5,30.5,101.9,31.2,6.4,51.0,49.0,0.9964977463759295,0.9977922993634031,10.67151026774118
524,E05000549,Southwark,15.2,421800.0,36970.0,78.1,82.5,34.1,5.4,31.0,97.5,40.9,6.9,100.0,0.0,0.9798696552564264,0.9789896806568062,10.517862051930678
525,E05000550,Southwark,14.6,288025.0,31150.0,78.3,84.6,3.0,6.3,30.4,103.3,44.8,7.4,100.0,0.0,1.004811791935681,0.9814966964843526,10.3465695242156
526,E05000551,Southwark,7.7,396089.0,41130.0,79.7,87.6,19.9,8.8,38.4,52.2,44.1,7.3,71.0,29.0,1.0404434157631872,0.9990458072771763,10.62449306122447
527,E05000552,Southwark,15.4,415000.0,45410.0,78.5,82.4,40.3,6.3,29.7,53.7,30.9,6.1,100.0,0.0,0.9786819344621763,0.9840037123118988,10.723487624091996
528,E05000553,Southwark,8.5,407500.0,37940.0,79.1,83.0,6.0,9.9,37.6,138.1,50.7,8.8,50.0,50.0,0.9858082592276776,0.9915247597945375,10.543761243489005
529,E05000554,Southwark,3.5,850000.0,58400.0,83.7,85.9,33.8,10.2,51.7,57.5,20.1,12.0,83.0,17.0,1.0202521622609337,1.049186123828101,10.975071168816319
530,E05000555,Sutton,3.8,289000.0,39290.0,80.4,86.2,53.0,2.2,33.2,59.6,23.5,14.5,98.0,2.0,1.0238153246436843,1.0078203626735882,10.578725312552505
531,E05000556,Sutton,4.2,386000.0,35600.0,80.0,84.6,39.0,1.6,31.8,52.9,28.8,15.9,97.0,3.0,1.004811791935681,1.0028063310184956,10.480100916840122
532,E05000557,Sutton,4.8,290000.0,44260.0,80.7,85.6,19.0,1.6,38.0,35.6,22.2,17.6,90.0,10.0,1.016688999878183,1.0115808864149074,10.697836613605041
533,E05000558,Sutton,3.7,318000.0,42200.0,82.2,84.7,26.9,2.9,38.1,44.4,13.7,15.3,71.0,29.0,1.0059995127299313,1.0303835051215042,10.650175500024103
534,E05000559,Sutton,2.4,419995.0,44270.0,81.5,84.4,68.2,1.7,38.2,34.1,16.7,16.9,63.0,37.0,1.0024363503471805,1.0216089497250924,10.698062525726186
535,E05000560,Sutton,3.3,376000.0,46220.0,82.4,83.1,24.7,1.8,41.2,33.9,21.2,20.3,92.0,8.0,0.9869959800219277,1.0328905209490504,10.741167883828371
536,E05000561,Sutton,3.6,388500.0,42640.0,83.5,88.5,10.4,2.3,37.8,44.4,15.3,18.9,92.0,8.0,1.0511329029114393,1.0466791080005549,10.660548058839726
537,E05000562,Sutton,8.1,248000.0,31040.0,77.4,83.8,25.8,1.8,22.0,71.9,25.5,10.7,98.0,2.0,0.9953100255816792,0.9702151252603946,10.343031974297155
538,E05000563,Sutton,5.2,347500.0,39210.0,79.6,83.1,21.5,1.9,32.0,48.5,20.9,16.0,26.0,74.0,0.9869959800219277,0.9977922993634031,10.576687095286378
539,E05000564,Sutton,9.7,240000.0,35660.0,79.4,82.8,12.9,2.2,30.2,158.4,24.1,11.2,12.0,88.0,0.9834328176391771,0.9952852835358569,10.481784891417131
540,E05000565,Sutton,6.1,300500.0,38060.0,81.1,84.4,28.5,2.1,33.6,46.1,21.9,17.4,42.0,58.0,1.0024363503471805,1.0165949180699998,10.546919140850141
541,E05000566,Sutton,9.7,250000.0,40460.0,80.0,80.9,8.1,1.7,34.4,42.5,24.4,17.0,84.0,16.0,0.9608661225484231,1.0028063310184956,10.608069110721736
542,E05000567,Sutton,7.8,270000.0,41610.0,80.5,83.1,23.1,2.2,33.9,33.8,23.0,14.2,57.0,43.0,0.9869959800219277,1.0090738705873612,10.636095801976987
543,E05000568,Sutton,3.7,257500.0,36790.0,77.4,82.5,18.0,2.3,29.7,61.4,16.9,14.1,83.0,17.0,0.9798696552564264,0.9702151252603946,10.51298134809882
544,E05000569,Sutton,4.4,272000.0,38710.0,80.7,83.9,19.2,2.0,38.2,50.6,19.6,14.0,94.0,6.0,0.9964977463759295,1.0115808864149074,10.563853243571694
545,E05000570,Sutton,4.3,246000.0,37960.0,79.7,85.1,9.5,1.8,37.3,50.5,21.3,17.5,12.0,88.0,1.010750395906932,0.9990458072771763,10.544288252723865
546,E05000571,Sutton,5.7,243500.0,32330.0,78.7,81.2,40.5,3.0,26.6,65.6,24.8,9.2,100.0,0.0,0.9644292849311737,0.9865107281394451,10.383750870719478
547,E05000572,Sutton,6.1,338000.0,40610.0,81.8,86.6,22.3,2.7,33.8,44.6,20.0,14.4,58.0,42.0,1.0285662078206852,1.0253694734664116,10.611769620680343
548,E05000573,Tower Hamlets,15.0,383000.0,36230.0,74.7,82.1,6.3,12.7,34.4,119.0,49.4,6.5,98.0,2.0,0.9751187720794255,0.9363704115885203,10.497642783889123
549,E05000574,Tower Hamlets,23.1,357500.0,32860.0,76.1,83.5,16.9,7.8,35.6,121.3,64.3,4.9,23.0,77.0,0.9917468631989286,0.9539195223813438,10.400011391591258
550,E05000575,Tower Hamlets,21.9,380000.0,43330.0,79.0,84.8,42.2,3.0,27.8,60.3,50.4,4.7,88.0,12.0,1.0071872335241814,0.9902712518807644,10.676600514733956
551,E05000576,Tower Hamlets,10.9,325000.0,36800.0,75.8,83.0,39.0,9.3,31.5,98.9,39.9,6.8,100.0,0.0,0.9858082592276776,0.9501589986400245,10.513253124157023
552,E05000577,Tower Hamlets,11.3,415000.0,41000.0,78.5,83.2,42.8,11.0,38.3,98.5,40.7,7.7,100.0,0.0,0.988183700816178,0.9840037123118988,10.621327345686446
553,E05000578,Tower Hamlets,22.0,302500.0,31980.0,80.1,82.4,11.6,4.8,35.4,79.3,70.4,5.0,100.0,0.0,0.9786819344621763,1.0040598389322686,10.372865986387945
554,E05000579,Tower Hamlets,18.6,293000.0,29680.0,75.5,81.1,12.4,3.2,32.8,108.4,63.7,6.1,51.0,49.0,0.9632415641369234,0.9463984748987052,10.298228697281317
555,E05000580,Tower Hamlets,19.7,375000.0,36260.0,76.0,79.0,23.3,4.5,34.6,88.8,56.8,5.6,76.0,24.0,0.9382994274576689,0.9526660144675708,10.498470484308841
556,E05000581,Tower Hamlets,16.4,385000.0,34300.0,76.5,80.6,12.5,8.9,35.8,86.6,52.6,5.8,100.0,0.0,0.9573029601656723,0.9589335540364364,10.442900633154032
557,E05000582,Tower Hamlets,20.0,325000.0,32510.0,77.2,82.9,33.3,5.9,34.1,87.3,66.0,5.3,100.0,0.0,0.9846205384334273,0.9677081094328482,10.389303013297951
558,E05000583,Tower Hamlets,23.4,420000.0,46940.0,82.0,84.0,35.0,2.8,27.6,74.4,47.6,3.7,63.0,37.0,0.9976854671701797,1.027876489293958,10.756625469405014
559,E05000584,Tower Hamlets,19.8,363250.0,32930.0,76.7,81.2,21.2,6.8,37.4,78.5,65.2,7.6,74.0,26.0,0.9644292849311737,0.9614405698639826,10.40213937537041
560,E05000585,Tower Hamlets,15.9,453000.0,50770.0,79.3,83.9,36.9,6.9,36.3,96.0,37.6,6.5,0.0,100.0,0.9964977463759295,0.9940317756220837,10.83506090794144
561,E05000586,Tower Hamlets,23.2,370000.0,36360.0,78.0,84.9,24.2,5.4,38.3,86.9,64.4,6.0,45.0,55.0,1.0083749543184317,0.9777361727430331,10.501224548291415
562,E05000587,Tower Hamlets,24.6,499995.0,39910.0,77.4,82.4,1.4,7.5,31.2,188.8,54.7,5.0,0.0,100.0,0.9786819344621763,0.9702151252603946,10.59438219804278
563,E05000588,Tower Hamlets,16.7,510000.0,37760.0,75.1,84.0,15.4,12.1,39.8,136.8,47.9,6.4,86.0,14.0,0.9976854671701797,0.9413844432436127,10.539005620259436
564,E05000589,Tower Hamlets,24.8,489000.0,37600.0,74.7,79.7,5.4,7.1,34.3,105.3,60.2,5.1,0.0,100.0,0.9466134730174205,0.9363704115885203,10.534759329377986
565,E05000590,Waltham Forest,18.2,326000.0,32700.0,77.9,81.7,5.0,3.0,32.0,61.2,57.0,7.3,92.0,8.0,0.9703678889024248,0.9764826648292602,10.395130356885344
566,E05000591,Waltham Forest,20.0,332500.0,30950.0,80.3,82.4,23.5,2.6,28.3,64.2,61.0,7.5,41.0,59.0,0.9786819344621763,1.006566854759815,10.340128278112742
567,E05000592,Waltham Forest,14.1,340000.0,36440.0,82.1,84.6,31.2,3.0,33.0,73.0,48.5,8.7,73.0,27.0,1.004811791935681,1.029129997207731,10.503422351373894
568,E05000593,Waltham Forest,3.0,330000.0,39280.0,80.2,83.8,54.9,1.1,40.1,69.0,14.7,21.7,100.0,0.0,0.9953100255816792,1.0053133468460418,10.578470762468402
569,E05000594,Waltham Forest,3.8,310000.0,38580.0,82.6,88.6,18.5,1.2,37.7,43.9,22.4,18.0,100.0,0.0,1.0523206237056895,1.0353975367765966,10.56048928645972
570,E05000595,Waltham Forest,18.4,401000.0,36080.0,79.0,83.8,40.4,3.5,33.3,81.6,58.7,10.0,74.0,26.0,0.9953100255816792,0.9902712518807644,10.49349397417656
571,E05000596,Waltham Forest,21.2,308000.0,36350.0,81.4,85.6,4.3,3.1,32.0,52.4,53.2,7.6,2.0,98.0,1.016688999878183,1.0203554418113194,10.500949482961666
572,E05000597,Waltham Forest,5.9,288747.5,39490.0,79.8,87.0,41.4,2.3,37.9,52.1,33.1,12.2,100.0,0.0,1.033317090997686,1.0002993151909494,10.583802754280695
573,E05000598,Waltham Forest,4.4,286500.0,36110.0,79.1,81.3,37.7,1.8,34.4,64.4,22.2,16.2,100.0,0.0,0.9656170057254239,0.9915247597945375,10.494325114271504
574,E05000599,Waltham Forest,18.0,333000.0,34810.0,80.2,84.8,56.6,4.1,29.4,151.3,50.7,7.9,3.0,97.0,1.0071872335241814,1.0053133468460418,10.457659980805484
575,E05000600,Waltham Forest,15.7,325000.0,31270.0,79.3,82.1,56.7,2.3,36.2,67.7,51.9,8.0,63.0,37.0,0.9751187720794255,0.9940317756220837,10.350414450451886
576,E05000601,Waltham Forest,17.2,360000.0,34890.0,77.2,82.1,10.6,3.1,36.4,87.4,49.9,8.4,10.0,90.0,0.9751187720794255,0.9677081094328482,10.45995553418082
577,E05000602,Waltham Forest,6.3,335000.0,35170.0,79.5,84.9,31.4,1.6,31.6,61.8,31.2,15.4,94.0,6.0,1.0083749543184317,0.99653879144963,10.467948725468029
578,E05000603,Waltham Forest,21.2,283250.0,31450.0,75.5,80.8,40.1,3.9,31.1,98.4,64.8,8.1,27.0,73.0,0.9596784017541727,0.9463984748987052,10.356154262128587
579,E05000604,Waltham Forest,20.8,255000.0,31040.0,78.7,82.5,27.6,2.7,28.9,88.2,63.5,7.6,3.0,97.0,0.9798696552564264,0.9865107281394451,10.343031974297155
580,E05000605,Waltham Forest,15.4,345000.0,38700.0,80.6,80.9,5.8,2.9,34.7,89.8,47.6,8.0,88.0,12.0,0.9608661225484231,1.0103273785011342,10.563594879017874
